period,period_date,year,quarter,sidra_period_code,sidra_period_label,uf,state_abbrev,state_name,macroregion,pnadc_population,pnadc_population_original_unit,unemployment_rate_pnadc,labor_income_real_pnadc,informality_rate_pnadc,formalization_rate_pnadc,income_variable_used,population_concept,formalization_rule,source_system
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,51,MT,Mato Grosso,Center-West,2969000,Mil pessoas,0.038,4089,0.365,0.635,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,15,PA,Para,North,6683000,Mil pessoas,0.085,2738,0.5710000000000001,0.42899999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,25,PB,Paraiba,Northeast,3283000,Mil pessoas,0.099,2726,0.499,0.501,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,26,PE,Pernambuco,Northeast,7610000,Mil pessoas,0.124,2433,0.503,0.497,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,22,PI,Piaui,Northeast,2710000,Mil pessoas,0.1,2660,0.5479999999999999,0.45200000000000007,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,41,PR,Parana,South,9661000,Mil pessoas,0.048,3962,0.314,0.6859999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,33,RJ,Rio de Janeiro,Southeast,14446000,Mil pessoas,0.10300000000000001,4385,0.38299999999999995,0.617,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,24,RN,Rio Grande do Norte,Northeast,2789000,Mil pessoas,0.098,2909,0.424,0.5760000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,11,RO,Rondonia,North,1417000,Mil pessoas,0.037000000000000005,3053,0.445,0.5549999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,14,RR,Roraima,North,460000,Mil pessoas,0.077,3151,0.442,0.558,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,43,RS,Rio Grande do Sul,South,9240000,Mil pessoas,0.057999999999999996,4078,0.319,0.681,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,42,SC,Santa Catarina,South,6568000,Mil pessoas,0.039,4022,0.275,0.725,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,28,SE,Sergipe,Northeast,1840000,Mil pessoas,0.1,2644,0.513,0.487,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,35,SP,Sao Paulo,Southeast,38263000,Mil pessoas,0.07400000000000001,4593,0.31,0.69,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q1,2024-01-01,2024,1,202401,1 trimestre 2024,17,TO,Tocantins,North,1233000,Mil pessoas,0.061,3120,0.42200000000000004,0.578,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,12,AC,Acre,North,654000,Mil pessoas,0.07200000000000001,2674,0.46399999999999997,0.536,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,27,AL,Alagoas,Northeast,2539000,Mil pessoas,0.08199999999999999,2292,0.45899999999999996,0.541,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,13,AM,Amazonas,North,3151000,Mil pessoas,0.08,2412,0.522,0.478,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,16,AP,Amapa,North,614000,Mil pessoas,0.08900000000000001,3104,0.452,0.548,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,29,BA,Bahia,Northeast,12053000,Mil pessoas,0.11,2317,0.5,0.5,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,23,CE,Ceara,Northeast,7469000,Mil pessoas,0.075,2326,0.5329999999999999,0.4670000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,53,DF,Distrito Federal,Center-West,2443000,Mil pessoas,0.09699999999999999,5704,0.298,0.702,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,32,ES,Espirito Santo,Southeast,3311000,Mil pessoas,0.045,3417,0.396,0.604,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,52,GO,Goias,Center-West,5946000,Mil pessoas,0.052000000000000005,3457,0.353,0.647,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,21,MA,Maranhao,Northeast,5447000,Mil pessoas,0.073,2152,0.5539999999999999,0.44600000000000006,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,31,MG,Minas Gerais,Southeast,17517000,Mil pessoas,0.053,3239,0.366,0.634,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,50,MS,Mato Grosso do Sul,Center-West,2259000,Mil pessoas,0.038,3567,0.319,0.681,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,51,MT,Mato Grosso,Center-West,2967000,Mil pessoas,0.033,3778,0.337,0.663,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,15,PA,Para,North,6705000,Mil pessoas,0.07400000000000001,2610,0.562,0.43799999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,25,PB,Paraiba,Northeast,3301000,Mil pessoas,0.087,2456,0.502,0.498,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,26,PE,Pernambuco,Northeast,7643000,Mil pessoas,0.11599999999999999,2446,0.501,0.499,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,22,PI,Piaui,Northeast,2708000,Mil pessoas,0.076,2531,0.546,0.45399999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,41,PR,Parana,South,9660000,Mil pessoas,0.044000000000000004,3681,0.321,0.679,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,33,RJ,Rio de Janeiro,Southeast,14469000,Mil pessoas,0.09699999999999999,4068,0.38,0.62,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,24,RN,Rio Grande do Norte,Northeast,2796000,Mil pessoas,0.092,2843,0.41600000000000004,0.584,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,11,RO,Rondonia,North,1403000,Mil pessoas,0.032,3283,0.451,0.5489999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,14,RR,Roraima,North,465000,Mil pessoas,0.071,2924,0.469,0.531,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,43,RS,Rio Grande do Sul,South,9292000,Mil pessoas,0.059000000000000004,3946,0.326,0.6739999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,42,SC,Santa Catarina,South,6585000,Mil pessoas,0.032,3825,0.271,0.729,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,28,SE,Sergipe,Northeast,1835000,Mil pessoas,0.092,2438,0.494,0.506,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,35,SP,Sao Paulo,Southeast,38295000,Mil pessoas,0.064,4292,0.312,0.688,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q2,2024-04-01,2024,2,202402,2 trimestre 2024,17,TO,Tocantins,North,1240000,Mil pessoas,0.043,2957,0.43799999999999994,0.562,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,12,AC,Acre,North,650000,Mil pessoas,0.07400000000000001,2745,0.47200000000000003,0.528,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,27,AL,Alagoas,Northeast,2533000,Mil pessoas,0.078,2419,0.45,0.55,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,13,AM,Amazonas,North,3205000,Mil pessoas,0.08199999999999999,2491,0.542,0.45799999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,16,AP,Amapa,North,606000,Mil pessoas,0.083,2990,0.461,0.5389999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,29,BA,Bahia,Northeast,12117000,Mil pessoas,0.09699999999999999,2187,0.522,0.478,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,23,CE,Ceara,Northeast,7484000,Mil pessoas,0.067,2258,0.5379999999999999,0.4620000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,53,DF,Distrito Federal,Center-West,2431000,Mil pessoas,0.08900000000000001,5972,0.303,0.6970000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,32,ES,Espirito Santo,Southeast,3326000,Mil pessoas,0.040999999999999995,3583,0.38299999999999995,0.617,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,52,GO,Goias,Center-West,5954000,Mil pessoas,0.052000000000000005,3435,0.364,0.636,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,21,MA,Maranhao,Northeast,5445000,Mil pessoas,0.076,2208,0.5539999999999999,0.44600000000000006,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,31,MG,Minas Gerais,Southeast,17542000,Mil pessoas,0.05,3228,0.365,0.635,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,50,MS,Mato Grosso do Sul,Center-West,2248000,Mil pessoas,0.034,3569,0.322,0.6779999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,51,MT,Mato Grosso,Center-West,2977000,Mil pessoas,0.023,3776,0.353,0.647,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,15,PA,Para,North,6704000,Mil pessoas,0.069,2491,0.5720000000000001,0.42799999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,25,PB,Paraiba,Northeast,3313000,Mil pessoas,0.078,2648,0.501,0.499,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,26,PE,Pernambuco,Northeast,7662000,Mil pessoas,0.106,2476,0.501,0.499,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,22,PI,Piaui,Northeast,2704000,Mil pessoas,0.08,2561,0.544,0.45599999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,41,PR,Parana,South,9657000,Mil pessoas,0.04,3758,0.315,0.685,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,33,RJ,Rio de Janeiro,Southeast,14479000,Mil pessoas,0.086,4089,0.379,0.621,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,24,RN,Rio Grande do Norte,Northeast,2823000,Mil pessoas,0.08900000000000001,2851,0.419,0.581,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,11,RO,Rondonia,North,1401000,Mil pessoas,0.021,3266,0.446,0.554,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,14,RR,Roraima,North,473000,Mil pessoas,0.062,2930,0.474,0.526,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,43,RS,Rio Grande do Sul,South,9302000,Mil pessoas,0.051,3743,0.33,0.6699999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,42,SC,Santa Catarina,South,6651000,Mil pessoas,0.027999999999999997,3920,0.26899999999999996,0.7310000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,28,SE,Sergipe,Northeast,1842000,Mil pessoas,0.084,2485,0.503,0.497,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,35,SP,Sao Paulo,Southeast,38318000,Mil pessoas,0.061,4349,0.306,0.694,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q3,2024-07-01,2024,3,202403,3 trimestre 2024,17,TO,Tocantins,North,1247000,Mil pessoas,0.051,2968,0.42700000000000005,0.573,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,12,AC,Acre,North,655000,Mil pessoas,0.073,2791,0.47,0.53,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,27,AL,Alagoas,Northeast,2541000,Mil pessoas,0.081,2570,0.45299999999999996,0.547,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,13,AM,Amazonas,North,3203000,Mil pessoas,0.083,2609,0.521,0.479,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,16,AP,Amapa,North,600000,Mil pessoas,0.087,3051,0.451,0.5489999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,29,BA,Bahia,Northeast,12140000,Mil pessoas,0.1,2290,0.518,0.482,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,23,CE,Ceara,Northeast,7518000,Mil pessoas,0.065,2330,0.535,0.46499999999999997,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,53,DF,Distrito Federal,Center-West,2457000,Mil pessoas,0.091,6057,0.29100000000000004,0.709,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,32,ES,Espirito Santo,Southeast,3336000,Mil pessoas,0.04,3571,0.384,0.616,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,52,GO,Goias,Center-West,5954000,Mil pessoas,0.049,3615,0.355,0.645,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,21,MA,Maranhao,Northeast,5447000,Mil pessoas,0.069,2176,0.5660000000000001,0.43399999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,31,MG,Minas Gerais,Southeast,17624000,Mil pessoas,0.043,3251,0.364,0.636,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,50,MS,Mato Grosso do Sul,Center-West,2252000,Mil pessoas,0.037000000000000005,3768,0.337,0.663,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,51,MT,Mato Grosso,Center-West,2979000,Mil pessoas,0.025,3882,0.348,0.652,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,15,PA,Para,North,6724000,Mil pessoas,0.07200000000000001,2494,0.579,0.42100000000000004,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,25,PB,Paraiba,Northeast,3310000,Mil pessoas,0.085,2673,0.5,0.5,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,26,PE,Pernambuco,Northeast,7636000,Mil pessoas,0.10300000000000001,2767,0.48700000000000004,0.5129999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,22,PI,Piaui,Northeast,2697000,Mil pessoas,0.075,2586,0.5479999999999999,0.45200000000000007,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,41,PR,Parana,South,9664000,Mil pessoas,0.032,3967,0.32299999999999995,0.677,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,33,RJ,Rio de Janeiro,Southeast,14479000,Mil pessoas,0.08199999999999999,4070,0.382,0.618,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,24,RN,Rio Grande do Norte,Northeast,2836000,Mil pessoas,0.087,2819,0.425,0.575,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,11,RO,Rondonia,North,1398000,Mil pessoas,0.027999999999999997,3293,0.47700000000000004,0.5229999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,14,RR,Roraima,North,477000,Mil pessoas,0.066,3205,0.45899999999999996,0.541,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,43,RS,Rio Grande do Sul,South,9323000,Mil pessoas,0.045,3991,0.321,0.679,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2024Q4,2024-10-01,2024,4,202404,4 trimestre 2024,42,SC,Santa Catarina,South,6643000,Mil pessoas,0.027000000000000003,4095,0.256,0.744,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
